date,삼성전자,SK하이닉스,SOX,마이크론,USDKRW
2013-08-31,20466.623046875,24343.828125,457.70001220703125,13.232611656188965,1111.699951171875
2013-09-30,20451.658203125,26067.283203125,490.8299865722656,17.035642623901367,1075.800048828125
2013-10-31,21917.833984375,27532.22265625,507.0899963378906,17.24042510986328,1058.199951171875
2013-11-30,22351.712890625,30505.181640625,510.25,20.57539176940918,1060.0999755859375
2013-12-31,20729.642578125,31711.60546875,535.030029296875,21.209238052368164,1054.300048828125
2014-01-31,19339.607421875,32616.4140625,529.1799926757812,22.4671630859375,1079.300048828125
2014-02-28,20382.130859375,33391.95703125,563.8300170898438,23.58856773376465,1068.699951171875
2014-03-31,20291.4765625,31022.212890625,586.739990234375,23.07174301147461,1066.550048828125
2014-04-30,20291.4765625,34598.39453125,575.969970703125,25.470582962036133,1029.43994140625
2014-05-31,21802.380859375,38045.3046875,599.5900268554688,27.879173278808594,1018.5399780273438
2014-06-30,19981.734375,41836.90625,635.9299926757812,32.13077163696289,1013.2999877929688
2014-07-31,20299.134765625,39165.5625,607.5499877929688,29.790443420410156,1023.5999755859375
2014-08-31,18651.625,39122.46875,645.25,31.789464950561523,1014.2000122070312
2014-09-30,17895.884765625,40285.80078125,638.47998046875,33.40819549560547,1052.199951171875
2014-10-31,18802.771484375,40889.00390625,640.8599853515625,32.26728820800781,1053.800048828125
2014-11-30,19452.712890625,41406.05078125,685.739990234375,35.056182861328125,1099.0999755859375
2014-12-31,20350.82421875,41411.87109375,686.8699951171875,34.139556884765625,1095.300048828125
2015-01-31,20933.59375,41325.13671875,653.1400146484375,28.542266845703125,1098.800048828125
2015-02-28,20810.904296875,40414.5078125,714.6500244140625,29.907459259033203,1100.6700439453125
2015-03-31,22099.119140625,39503.875,695.47998046875,26.455472946166992,1105.5
2015-04-30,21623.703125,40024.2421875,686.2899780273438,27.43061065673828,1068.969970703125
2015-05-31,20044.10546875,44317.20703125,745.4099731445312,27.235584259033203,1107.0
2015-06-30,19461.23046875,36685.265625,680.5399780273438,18.371583938598633,1118.219970703125
2015-07-31,18187.34375,32175.498046875,646.2899780273438,18.049789428710938,1170.77001953125
2015-08-31,16713.94140625,31048.052734375,611.0399780273438,16.001998901367188,1177.5999755859375
2015-09-30,17404.595703125,29096.7109375,602.72998046875,14.607555389404297,1194.1600341796875
2015-10-31,21057.42578125,26625.01171875,662.52001953125,16.148271560668945,1139.8599853515625
2015-11-30,19706.794921875,27405.54296875,677.1400146484375,15.53393268585205,1154.8299560546875
2015-12-31,19648.84765625,27106.994140625,663.47998046875,13.807944297790527,1175.43994140625
2016-01-31,17933.482421875,24065.7265625,613.6799926757812,10.755762100219727,1205.6300048828125
2016-02-29,18370.115234375,26445.84765625,622.1099853515625,10.365706443786621,1241.1300048828125
2016-03-31,20459.7578125,24815.01953125,676.8900146484375,10.209685325622559,1140.22998046875
2016-04-30,19414.93359375,24815.01953125,645.3400268554688,10.4827241897583,1134.0
2016-05-31,20147.87109375,25299.865234375,699.3599853515625,12.403745651245117,1198.449951171875
2016-06-30,22237.814453125,28561.517578125,691.6699829101562,13.417889595031738,1152.1500244140625
2016-07-31,24016.833984375,30324.572265625,766.780029296875,13.398385047912598,1123.3499755859375
2016-08-31,25280.8828125,32131.70703125,801.47998046875,16.08000946044922,1118.3800048828125
2016-09-30,24937.556640625,35437.43359375,835.5999755859375,17.337940216064453,1101.6199951171875
2016-10-31,25577.390625,36142.66796875,823.52001953125,16.733354568481445,1146.699951171875
2016-11-30,27247.171875,37817.56640625,879.469970703125,19.044429779052734,1167.8599853515625
2016-12-31,28557.61328125,39929.1171875,906.469970703125,21.375009536743164,1205.2900390625
2017-01-31,31267.583984375,47968.5390625,944.280029296875,23.51055908203125,1169.2099609375
2017-02-28,30459.34765625,41715.66015625,969.3800048828125,22.857215881347656,1133.93994140625
2017-03-31,32756.10546875,45110.078125,1011.4000244140625,28.18146514892578,1117.02001953125
2017-04-30,35475.171875,48236.5234375,1005.530029296875,26.982046127319336,1129.93994140625
2017-05-31,35538.77734375,50916.3359375,1091.4200439453125,30.004968643188477,1123.9000244140625
2017-06-30,37907.9765625,60206.33203125,1034.9100341796875,29.117599487304688,1146.1400146484375
2017-07-31,38434.25390625,58955.75,1085.1500244140625,27.42085838317871,1124.050048828125
2017-08-31,36935.1640625,61278.25,1114.31005859375,31.17513656616211,1123.3299560546875
2017-09-30,41001.296875,74051.9921875,1171.739990234375,38.35214614868164,1145.93994140625
2017-10-31,44039.609375,73426.71875,1275.6099853515625,43.208335876464844,1123.449951171875
2017-11-30,40617.51171875,68603.0546875,1272.550048828125,41.33606719970703,1080.6600341796875
2017-12-31,41112.1953125,69271.1640625,1253.050048828125,40.09764099121094,1069.489990234375
2018-01-31,40257.046875,66554.65625,1361.5,42.632991790771484,1072.5400390625
2018-02-28,37965.86328125,69542.828125,1362.02001953125,47.59645080566406,1079.3900146484375
2018-03-31,39999.19921875,73617.6015625,1328.9000244140625,50.843658447265625,1062.0
2018-04-30,43071.0703125,76515.21875,1244.4000244140625,44.83679962158203,1067.5999755859375
2018-05-31,41201.9375,84574.2265625,1379.0,56.15815353393555,1075.030029296875
2018-06-30,38192.625,77601.828125,1313.699951171875,51.13618850708008,1120.5400390625
2018-07-31,37865.140625,78145.1328125,1367.469970703125,51.47749328613281,1116.6700439453125
2018-08-31,39666.3046875,75156.953125,1401.199951171875,51.214202880859375,1115.449951171875
2018-09-30,38315.03125,66192.453125,1366.739990234375,44.10545349121094,1112.31005859375
2018-10-31,34974.32421875,61755.484375,1202.300048828125,36.78217315673828,1137.699951171875
2018-11-30,34520.66015625,63023.20703125,1239.5999755859375,37.60129165649414,1117.02001953125
2018-12-31,32219.734375,56185.37890625,1155.1700439453125,30.941102981567383,1116.300048828125
2019-01-31,38422.24609375,68629.7578125,1272.0899658203125,37.269744873046875,1109.0
2019-02-28,37548.07421875,65007.88671875,1350.199951171875,39.86360549926758,1115.0999755859375
2019-03-31,37465.87890625,68908.34375,1395.510009765625,40.30241775512695,1134.3199462890625
2019-04-30,38472.79296875,73366.0234375,1556.1800537109375,41.01426696777344,1158.7900390625
2019-05-31,35661.81640625,60643.0703125,1296.1800537109375,31.799217224121094,1188.3800048828125
2019-06-30,39745.640625,64543.5625,1458.9599609375,37.63053512573242,1155.510009765625
2019-07-31,38350.30859375,71415.7890625,1542.43994140625,43.77390670776367,1180.6500244140625
2019-08-31,37208.67578125,71880.140625,1504.9200439453125,44.14445877075195,1207.1600341796875
2019-09-30,41779.8359375,76337.8046875,1558.75,41.784629821777344,1201.9100341796875
2019-10-31,42929.7421875,76152.078125,1651.219970703125,46.367767333984375,1163.699951171875
2019-11-30,42844.55859375,75130.53125,1716.8399658203125,46.32876205444336,1177.010009765625
2019-12-31,47835.015625,88320.828125,1849.6199951171875,52.44287872314453,1156.3499755859375
2020-01-31,48349.375,87757.65625,1789.9300537109375,51.770042419433594,1187.1199951171875
2020-02-29,46463.3984375,82501.5859375,1705.5400390625,51.253204345703125,1211.31005859375
2020-03-31,41236.31640625,78184.0625,1510.5899658203125,41.01426696777344,1222.699951171875
2020-04-30,43179.390625,78559.53125,1731.239990234375,46.699317932128906,1210.7900390625
2020-05-31,43783.89453125,76494.6484375,1852.489990234375,46.718814849853516,1237.97998046875
2020-06-30,45902.29296875,79873.546875,1996.43994140625,50.23906326293945,1198.489990234375
2020-07-31,50336.046875,77714.8125,2136.409912109375,48.81535720825195,1189.56005859375
2020-08-31,46945.53515625,70487.6875,2260.429931640625,44.37849807739258,1179.5899658203125
2020-09-30,50908.10546875,78841.109375,2244.1201171875,45.792442321777344,1167.8599853515625
2020-10-31,49508.5703125,74992.9140625,2246.14990234375,49.088401794433594,1129.52001953125
2020-11-30,58343.140625,91512.015625,2663.489990234375,62.49653625488281,1104.3299560546875
2020-12-31,72634.59375,112360.484375,2795.5,73.31082153320312,1086.4200439453125
2021-01-31,73531.3203125,116153.25,2887.080078125,76.3239974975586,1112.2900390625
2021-02-28,73979.6640625,134168.828125,3067.6201171875,89.25431060791016,1119.1300048828125
2021-03-31,73317.6328125,125635.140625,3124.93994140625,86.016845703125,1132.3199462890625
2021-04-30,73407.734375,121368.28125,3108.989990234375,83.93006896972656,1106.6300048828125
2021-05-31,72506.984375,120420.0859375,3186.56005859375,82.04803466796875,1112.8499755859375
2021-06-30,73008.9453125,120894.1796875,3345.31005859375,82.8671875,1130.510009765625
2021-07-31,71018.6171875,106671.3359375,3356.530029296875,75.65113067626953,1142.1199951171875
2021-08-31,69390.1640625,100982.203125,3417.719970703125,71.86759185791016,1165.510009765625
2021-09-30,67356.640625,97663.5234375,3258.090087890625,69.31200408935547,1187.4300537109375
2021-10-31,63447.953125,97663.5234375,3451.27001953125,67.47618103027344,1167.3699951171875
2021-11-30,64811.46484375,108093.640625,3833.219970703125,82.02600860595703,1190.739990234375
2021-12-31,71495.8515625,125731.484375,3946.169921875,91.0579833984375,1189.8900146484375
2022-01-31,66930.3359375,115653.765625,3483.2099609375,80.42232513427734,1207.7099609375
2022-02-28,65652.0078125,118053.234375,3429.530029296875,86.86434173583984,1197.5899658203125
2022-03-31,63880.375,113538.15625,3429.0,76.14070892333984,1210.43994140625
2022-04-30,61861.14453125,108246.125,2919.739990234375,66.74964141845703,1272.2900390625
2022-05-31,61861.14453125,103916.2734375,3098.68994140625,72.2802963256836,1236.1700439453125
2022-06-30,52635.71484375,87835.5859375,2556.25,54.112327575683594,1301.72998046875
2022-07-31,56698.81640625,94495.6640625,2967.139892578125,60.67190933227539,1295.1500244140625
2022-08-31,55128.98046875,91889.546875,2677.389892578125,55.444271087646484,1350.18994140625
2022-09-30,49371.23828125,80507.7421875,2306.699951171875,49.13776397705078,1430.1700439453125
2022-10-31,55228.84375,80120.234375,2384.449951171875,53.17289733886719,1421.6500244140625
2022-11-30,57832.21875,82348.5,2826.85009765625,56.66206359863281,1325.3699951171875
2022-12-31,51738.21875,72944.6328125,2532.110107421875,49.23529052734375,1260.260009765625
2023-01-31,57445.33203125,86074.65625,2921.919921875,59.401519775390625,1231.5
2023-02-28,56696.859375,86949.9921875,2958.389892578125,56.95847702026367,1318.3499755859375
2023-03-31,60224.6171875,86470.4453125,3230.860107421875,59.4409294128418,1296.5
2023-04-30,61636.1328125,87348.7890625,2994.969970703125,63.5291633605957,1339.3900146484375
2023-05-31,67188.09375,105989.71875,3453.179931640625,67.31957244873047,1319.7900390625
2023-06-30,68279.9453125,112726.9609375,3673.06005859375,62.295284271240234,1323.0699462890625
2023-07-31,66010.2578125,120750.921875,3861.6298828125,70.60101318359375,1272.3900146484375
2023-08-31,63267.7109375,119185.2734375,3670.929931640625,69.16702270507812,1323.030029296875
2023-09-30,65024.50390625,112526.234375,3434.2900390625,67.27812194824219,1347.8499755859375
2023-10-31,63598.52734375,114095.8984375,3215.889892578125,66.24127197265625,1348.0699462890625
2023-11-30,69207.3828125,131362.34375,3724.580078125,75.40431213378906,1288.3599853515625
2023-12-31,74979.4375,139114.515625,4175.47021484375,84.65082550048828,1277.8399658203125
2024-01-31,69439.578125,132429.140625,4260.919921875,85.05751037597656,1326.6199951171875
2024-02-29,70108.171875,153566.671875,4726.919921875,89.87825775146484,1333.3800048828125
2024-03-31,79062.1953125,180213.25,4905.2099609375,117.05082702636719,1349.800048828125
2024-04-30,74360.6796875,171547.25,4673.2998046875,112.15592956542969,1374.6400146484375
2024-05-31,70522.71875,186318.828125,5123.35986328125,124.11022186279297,1375.6199951171875
2024-06-30,78547.4296875,233193.734375,5472.259765625,130.59371948242188,1386.949951171875
2024-07-31,80860.484375,191879.515625,5233.18017578125,109.1336441040039,1383.5
2024-08-31,71608.28125,171271.6875,5158.81982421875,95.63851165771484,1332.8800048828125
2024-09-30,59604.5625,172445.078125,5173.06005859375,103.06182861328125,1309.300048828125
2024-10-31,57375.44140625,184000.6875,4946.75,99.13870239257812,1378.5699462890625
2024-11-30,52529.55078125,157926.484375,4926.56005859375,97.44743347167969,1393.300048828125
2024-12-31,51911.93359375,171753.71875,4979.93017578125,83.83696746826172,1467.3900146484375
2025-01-31,51131.3046875,196741.4375,5015.85009765625,90.88978576660156,1441.6600341796875
2025-02-28,53180.46484375,189067.015625,4766.75,93.2706069946289,1449.8599853515625
2025-03-31,56735.6484375,189564.046875,4270.43017578125,86.669189453125,1469.4100341796875
2025-04-30,54478.0078125,176442.671875,4230.08984375,76.75444030761719,1431.1600341796875
2025-05-31,55165.1171875,203648.984375,4758.06005859375,94.21994018554688,1370.4100341796875
2025-06-30,59058.8671875,290784.90625,5546.5400390625,122.93677520751953,1363.5899658203125
2025-07-31,70515.1015625,272361.84375,5607.919921875,108.9651107788086,1392.52001953125
2025-08-31,68836.171875,268267.5,5668.93994140625,118.81929016113281,1384.4100341796875
2025-09-30,83229.875,346553.78125,6369.81982421875,167.0518798828125,1399.3299560546875
2025-10-31,106641.375,557477.875,7228.66015625,223.55133056640625,1424.02001953125
2025-11-30,99697.2890625,528935.375,7025.14990234375,236.2489013671875,1461.4000244140625
2025-12-31,119520.53125,649692.375,7083.1298828125,285.24627685546875,1437.9100341796875
2026-01-31,159992.046875,907174.0625,7998.47021484375,414.6419982910156,1428.760009765625
2026-02-28,215814.8125,1060822.625,8098.3701171875,412.1334533691406,1432.3199462890625
2026-03-31,167015.8125,806865.0625,7588.2001953125,337.7880554199219,1516.1300048828125
2026-04-30,220257.09375,1285785.0,10503.7001953125,517.0804443359375,1487.3800048828125
2026-05-31,316650.78125,2333000.0,12829.3798828125,970.8507080078125,1495.2900390625
2026-06-30,334000.0,2650000.0,14246.9599609375,1154.112548828125,1541.72998046875
2026-07-31,262500.0,1718000.0,11302.990234375,823.030029296875,1420.5999755859375
2026-08-31,271000.0,1691000.0,11800.0185546875,974.3300170898438,1393.93994140625
